experiment,model,dataset,item_id,domain_prompt,type_prompt,prompt_id,question,gold,completion,pred,latency_sec,eval_count,num_ctx,num_predict,temperature,seed
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AAPL/2004/page_36.pdf-2,finance,program,finance_program_v1,what was the gross margin decline in fiscal 2004 from 2003?,.2, Answer: The gross margin decline in fiscal 2004 from 2003 was approximately 0.2 percentage points.,The gross margin decline in fiscal 2004 from 2003 was approximately 0.2 percentage points.,0.6397545337677002,29,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,PKG/2009/page_65.pdf-4,finance,program,finance_program_v1,what percentage of total purchase commitments are due after 2014?,56%," To find the percentage of total purchase commitments that are due after 2014, we need to calculate the sum of the commitments from 2015 to 2020 and divide it by the total purchase commitments.

1) Formula: (Sum of commitments from 2015 to 2020) / Total purchase commitments * 100%

2) Bind values from data/context:
- Total purchase commitments = $6951 (2010) + $5942 (2011) + $3659 (2012) + $1486 (2013) + $1486 (2014) = $16674
- Commitments from 2015 to 2020 are not provided, but since the data only goes up to 2014, we cannot calculate the exact value. However, we can assume that the commitments are spread evenly over the given period (from 1 to 20 years) and find the percentage of the total commitments for the remaining years.
  - Number of years from 2015 to 2020 = 6 years
  - Total number of years = 20 years
  - Remaining years' percentage = (6/20) * 100% = 30%

3) Compute carefully: Since we cannot calculate the exact value of commitments from 2015 to 2020, we can only provide the percentage of remaining years' commitments.

4) Double-check units/periods: The given data is in thousands of dollars and years.

Final line: Answer: 30% [+ units/periods: %]",30% [+ units/periods: %],3.9786300659179688,401,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,LMT/2013/page_74.pdf-4,finance,program,finance_program_v1,"what was the change in the weighted average common shares outstanding for diluted computations from 2012 to 2013 , in millions?",-1.9," Answer: The change in the weighted average common shares outstanding for diluted computations from 2012 to 2013, in millions, is 1.9 (millions).

Steps:
1) The formula to calculate the change in the weighted average common shares outstanding for diluted computations is: Diluted shares (Year Y) - Diluted shares (Year X)
2) Bind values from data/context: Diluted shares (2013) = 326.5, Diluted shares (2012) = 328.4
3) Compute carefully: Change in Diluted Shares = 326.5 - 328.4 = -1.9 (negative value indicates a decrease)
4) Since the question asks for the change in millions, we multiply the result by 1,000,000: Change in Diluted Shares (millions) = -1.9 * 1,000,000 = -1,900,000
5) Since the change is negative, we take the absolute value to get the correct direction: Change in Diluted Shares (millions) = |-1,900,000| = 1,900,000
6) Double-check units/periods: The shares are given in millions and the change is calculated between 2013 and 2012, so the units are correct.","The change in the weighted average common shares outstanding for diluted computations from 2012 to 2013, in millions, is 1.9 (millions).",3.6844613552093506,348,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,STT/2011/page_83.pdf-1,finance,program,finance_program_v1,"in 2011 what was the amount of tax related to the unrealized losses reclassifications totaled $ 303 million , or $ 189 million after-tax,",114, Answer: The after-tax amount related to the unrealized losses reclassifications in 2011 was $189 million.,The after-tax amount related to the unrealized losses reclassifications in 2011 was $189 million.,0.6773452758789062,31,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,MRO/2007/page_149.pdf-2,finance,program,finance_program_v1,"if current development costs increased in 2008 as much as in 2007 , what would the 2008 total be , in millions?",2057," To find the total development costs in 2008 if they increased as much as in 2007, we can use the following formula:

Total Development Costs in 2008 = Total Development Costs in 2007 * (1 + Increase Percentage)

First, let's find the increase percentage between 2006 and 2007:

Increase Percentage = (Total Development Costs in 2007 - Total Development Costs in 2006) / Total Development Costs in 2006

Increase Percentage = ((1654 - 1251) / 1251) * 100%

Increase Percentage ≈ 32.8%

Now, we can calculate the total development costs in 2008:

Total Development Costs in 2008 = Total Development Costs in 2007 * (1 + Increase Percentage)
Total Development Costs in 2008 = 1654 * (1 + 0.328)

Answer: Total Development Costs in 2008 ≈ $2029.52 million (rounded to the nearest million)",Total Development Costs in 2008 ≈ $2029.52 million (rounded to the nearest million),2.8854925632476807,296,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AOS/2004/page_11.pdf-2,finance,program,finance_program_v1,what percentage of total aggregate contractual obligations is due to purchase obligationst?,34%," Answer: 3.3%

Steps:
1) The formula to find the percentage of a total that is due to purchase obligations is: (Purchase Obligations / Total Obligations) * 100%
2) Bind values from data/context:
   - Purchase Obligations: $177.3 million
   - Total Obligations: $521.3 million
3) Compute carefully: (177.3 / 521.3) * 100% = 33.64%
4) Double-check units/periods: The units are in millions of dollars and the percentage is a ratio, so no adjustments are necessary. However, since we are asked for the percentage, we round to two decimal places: 3.3%",3.3%,2.3179357051849365,186,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,C/2010/page_223.pdf-3,finance,program,finance_program_v1,in 2010 what was the percentage change of the carrying amount of loan receivable net of the allowance,-52.5%," To find the percentage change of the carrying amount of loan receivable net of the allowance in 2010, we can use the following formula:

Percentage Change = ((Final Amount - Initial Amount) / Initial Amount) * 100%

Now let's bind the values from the data/context:
- Initial Amount (beginning of 2010) = $920 million (carrying amount of loan receivable) - $77 million (allowance) = $843 million
- Final Amount (end of 2010) = $392 million (carrying amount of the company's purchased distressed loan portfolio at December 31, 2010) - $77 million (allowance) = $315 million

Now, let's compute:
Percentage Change = ((315 - 843) / 843) * 100% = -62.19%

Answer: The percentage change of the carrying amount of loan receivable net of the allowance in 2010 was -62.19%.",The percentage change of the carrying amount of loan receivable net of the allowance in 2010 was -62.19%.,2.753615617752075,262,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,MSI/2006/page_61.pdf-3,finance,program,finance_program_v1,what was the percent of the total long-term debt obligations that was due after 2011,35.1%," Answer: The percent of the total long-term debt obligations that was due after 2011 can be calculated by finding the sum of payments due after 2011 and dividing it by the total long-term debt obligations.

1) Formula: (payments due after 2011) / (total long-term debt obligations)
2) Bind values from data/context:
   - Payments due after 2011 = $1451 (from the table for long-term debt obligations)
   - Total long-term debt obligations = $7497 (from the total contractual obligations table)
3) Compute carefully: (1451 / 7497) * 100% = 19.26%
4) Double-check units/periods: The units are in millions and percent (%).

Final line: Answer: 19.26%",The percent of the total long-term debt obligations that was due after 2011 can be calculated by finding the sum of payments due after 2011 and dividing it by the total long-term debt obligations.,2.6285347938537598,208,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,ABMD/2006/page_75.pdf-1,finance,program,finance_program_v1,what is the decline from current future minimum lease payments and the following years expected obligation?\\n,25%," To find the decline in future minimum lease payments from the current year to the following years, we can use the formula:

Future Minimum Lease Payments (Year X) - Future Minimum Lease Payments (Current Year)

In this case, the current year is fiscal year ending March 31, 2006, and the next years are as follows:

- Fiscal year ending March 31, 2007: $4819 - $1262000 = -$1253881
- Fiscal year ending March 31, 2008: $4819 - $1035 = $3784
- Fiscal year ending March 31, 2009: $4819 - $710 = $4109
- Fiscal year ending March 31, 2010: $4819 - $0 (since the lease for this year is not mentioned in the data)

Answer:
- For fiscal year ending March 31, 2007: Answer: -$1,253,881
- For fiscal year ending March 31, 2008: Answer: $3,784
- For fiscal year ending March 31, 2009: Answer: $4,109
- For fiscal year ending March 31, 2010 (not mentioned in the data): Answer: Unknown (assuming it's a positive value)","- For fiscal year ending March 31, 2007: Answer: -$1,253,881",3.8477346897125244,356,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AMAT/2013/page_18.pdf-2,finance,program,finance_program_v1,"what is the applied 2019s net sales in 2018 , ( in billions ) ?",7.22," To find Applied's net sales in 2018, we need to find the year-over-year change in net sales from 2013 to 2012 and then apply that percentage change to the net sales of 2012. However, the provided data does not include net sales for 2018 or 2011.

Since we don't have the exact numbers for 2018, I cannot provide an exact answer. But based on the average percentage of net sales spent on R&D&E over the last five years (14%), we can make an educated guess that the net sales in 2018 might have increased by 14% compared to 2012.

Assuming Applied's net sales in 2012 were $2372 million (from the given data), the estimated net sales for 2018 would be:

Answer: Approximately $2695.68 million (rounded to the nearest million)",Approximately $2695.68 million (rounded to the nearest million),2.624905586242676,232,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,DVN/2014/page_85.pdf-1,finance,program,finance_program_v1,"what is the average amortization amount , in millions , from 2015-2019?",44.8," Steps:
1) The correct formula for calculating the average amortization amount is the sum of the amortization amounts divided by the number of years.
2) Bind values from data: Year 2015 - $45 million, Year 2016 - $45 million, Year 2017 - $45 million, Year 2018 - $45 million, Year 2019 - $44 million.
3) Compute carefully: Sum of amortization amounts = $45 + $45 + $45 + $45 + $44 = $224 million. Number of years = 5. Average amortization amount = $224 million / 5 = $44.8 million.
4) Double-check units/periods: The amortization amounts are in millions, and the number of years is correct.
Final line: Answer: $44.8 million.",$44.8 million.,2.2202341556549072,214,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,SPGI/2018/page_74.pdf-1,finance,program,finance_program_v1,what was the ratio of the pension trust assets for 2017 to 2018,1.16," To find the ratio of the pension trust assets for 2017 to 2018, we can use the following formula:

Ratio = (Assets in 2017) / (Assets in 2018)

From the context provided, we have the assets for both years for both pension trusts. Let's calculate the ratio for each trust separately and then average them if needed.

For the U.S. pension trust:
- Assets in 2017: $1739 million
- Assets in 2018: $1572 million

Ratio for the U.S. pension trust = (1739) / (1572) ≈ 1.10

For the U.K. pension trust:
- Assets in 2017: $480 million
- Assets in 2018: $415 million

Ratio for the U.K. pension trust = (480) / (415) ≈ 1.16

Since we don't have any information about averaging these ratios, let's assume that the question is asking for the ratio of the total assets for both trusts. To find this, we can add the individual ratios and then divide by 2:

Total ratio = (1.10 + 1.16) / 2 ≈ 1.13

Answer: The ratio of the pension trust assets for 2017 to 2018 is approximately 1.13.",The ratio of the pension trust assets for 2017 to 2018 is approximately 1.13.,3.8948121070861816,357,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,ZBH/2003/page_58.pdf-3,finance,program,finance_program_v1,what percent of inventory is ready for liquidation ( sale ) in 2003?,72.83%," To find the percentage of inventory that is ready for liquidation (sale) in 2003, we need to calculate the value of finished goods and inventories net, and then subtract the value of raw materials and work in progress, as well as inventory step-up. After that, we can find the percentage by dividing the result by the total inventory net value.

Here's the formula:

Answer: (Finished goods + Inventories net - Raw materials and work in progress - Inventory step-up) / Inventories net

Plugging in the values from the context:

Answer: ($384.3 + $527.7 - $90.8 - $52.6) / $527.7

Answer: 0.661 or 66.1% (rounded to two decimal places)",(Finished goods + Inventories net - Raw materials and work in progress - Inventory step-up) / Inventories net,2.43471360206604,197,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AMT/2005/page_105.pdf-2,finance,program,finance_program_v1,what is the total value of net operating loss carryforwards?,4575515," Answer: The total value of net operating loss carryforwards is $2,641,518 (in thousands). This is calculated by adding up the federal and state carryforwards for each year range given in the context.

Here's the breakdown:

Federal:
- 2006 to 2010: $5,248
- 2011 to 2015: 10,012
- 2016 to 2020: 397,691
- 2021 to 2025: 1,744,552
Total Federal: $2,157,503 (given in the context)

State:
- 2006 to 2010: 469,747
- 2011 to 2015: 272,662
- 2016 to 2020: 777,707
- 2021 to 2025: 897,896
Total State: $2,418,012 (given in the context)

Adding the federal and state carryforwards together gives the total value of net operating loss carryforwards: $2,641,518 (in thousands).","The total value of net operating loss carryforwards is $2,641,518 (in thousands). This is calculated by adding up the federal and state carryforwards for each year range given in the context.",3.4730753898620605,322,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,ETR/2015/page_131.pdf-1,finance,program,finance_program_v1,what is the percent change in annual long-term debt maturities from 2016 to 2017?,276%," Steps:
1) The correct formula for calculating the percent change between two values is (New - Old) / Old * 100%.
2) Bind values from data/context: Old = $204,079 (annual long-term debt maturities for 2016), New = $766,451 (annual long-term debt maturities for 2017).
3) Compute carefully: Percent change = ($766,451 - $204,079) / $204,079 * 100%.
4) Double-check units/periods: The units are in thousands of dollars and the percent change is a percentage.
Final line: Answer: 276.83% [+ $]",276.83% [+ $],2.128387212753296,186,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,PNC/2009/page_46.pdf-2,finance,program,finance_program_v1,share of total securities rated bbb/baa or below changed by how many percentage point between 2008 and 2009?,-1," To find the change in the share of total securities rated BBB/Baa or below between 2008 and 2009, we can use the following formula:

Change in Share = (Share in 2009 - Share in 2008) / Share in 2008 * 100%

From the context provided, we have the following values:
- Share in 2009 (BBB/Baa) = 2 / 100%
- Share in 2008 (BBB/Baa) = 3 / 100%

Now, let's compute:

Change in Share = ((2 - 3) / 3) * 100% = -33.33%

Answer: The share of total securities rated BBB/Baa or below decreased by 33.33% between 2008 and 2009.",The share of total securities rated BBB/Baa or below decreased by 33.33% between 2008 and 2009.,2.635960817337036,221,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,PM/2017/page_38.pdf-3,finance,program,finance_program_v1,what is the percentage increase in interest expense?,2.6%," Answer: The provided data does not contain the initial and final values for interest expense to calculate a percentage increase. However, it is mentioned that interest expense, net increased by $23 million. To find the percentage increase, we can use the formula:

Percentage Increase = (Final Value - Initial Value) / Initial Value * 100%

Since the initial value is not provided, I cannot compute the exact percentage increase. However, if we assume the initial interest expense was zero, the percentage increase would be:

Percentage Increase = ($23 million) / $0 * 100% = $23 million or 100%. But this calculation is based on an assumption that the initial interest expense was zero.","The provided data does not contain the initial and final values for interest expense to calculate a percentage increase. However, it is mentioned that interest expense, net increased by $23 million. To find the percentage increase, we can use the formula:",1.882880449295044,159,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,HOLX/2015/page_98.pdf-2,finance,program,finance_program_v1,what is the expected growth rate in amortization expense from 2016 to 2017?,-3.0%," To find the growth rate in amortization expense from 2016 to 2017, we can use the following formula:

Growth Rate = ((Expense in Year 2 - Expense in Year 1) / Expense in Year 1) * 100%

Now, let's bind the values from the context:

1. Expense in Year 1 (Fiscal 2016) is $377.0
2. Expense in Year 2 (Fiscal 2017) is $365.6

Now, let's compute:

Growth Rate = ((365.6 - 377.0) / 377.0) * 100% = (-1.44) * 100% = -1.44%

Answer: Answer: -1.44% [%]",Answer: -1.44% [%],2.525482654571533,214,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,ETR/2017/page_114.pdf-2,finance,program,finance_program_v1,what are the payments for entergy arkansas as a percentage of payments for entergy louisiana?,33.3%," To find the payments for Entergy Arkansas as a percentage of payments for Entergy Louisiana, we can use the following formula:

(Payments for Entergy Arkansas) / (Payments for Entergy Louisiana) * 100%

Now let's bind the values from the context:

1. Payments for Entergy Arkansas: $2
2. Payments for Entergy Louisiana: $6

Plugging these values into the formula, we get:

(2) / (6) * 100% = 33.33%

So the answer is: Answer: 33.33%",33.33%,1.7409141063690186,142,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,UNP/2008/page_77.pdf-1,finance,program,finance_program_v1,"as of december 31 , 2008 what was the percent of the total accounts payable and other liabilities that was accrued wages and vacation",14.3%," To find the percent of total accounts payable and other liabilities that was accrued wages and vacation as of December 31, 2008, we can use the following formula:

(Accrued wages and vacation) / (Total accounts payable + Other liabilities) * 100%

Now let's bind the values from the data/context:
- Accrued wages and vacation: $367 million
- Total accounts payable: $629 million
- Other liabilities (not provided in the context, but assuming it includes accrued casualty costs, income and other taxes, dividends and interest): $629 + 390 + 207 + 328 = $1554 million

Now we can compute:

(367) / (629 + 1554) * 100% = 23.47%

Answer: 23.47%",23.47%,2.325119733810425,221,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AES/2016/page_191.pdf-3,finance,program,finance_program_v1,"for the period ending in 2016 , what was the average amount of settlements , in millions?",11.3," To find the average amount of settlements for the period ending in 2016, we need to sum up the additions and reductions for that year and then divide by 2 (since there is only one reduction). Here's the formula:

Answer: (8 + (-1)) / 2 = $6.5 million.",(8 + (-1)) / 2 = $6.5 million.,1.1541073322296143,75,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,ETFC/2007/page_126.pdf-3,finance,program,finance_program_v1,what percentage of total future principal payments of corporate debt are due after 2012?,87%," To find the percentage of total future principal payments of corporate debt that are due after 2012, we can use the following formula:

(Total future payments after 2012) / (Total future payments) * 100%

First, let's calculate the total future payments for each year:
- 2008=2009: $200,000
- 2008=2010: $200,000
- 2008=2011: $453,815
- 2008=2012: $200,000 (since there are no payments in 2014)
- 2008=thereafter: $2,996,337

Total future payments = $200,000 + $200,000 + $453,815 + $200,000 + $2,996,337 = $4,249,152

Now, let's find the total future payments after 2012:
- 2008=thereafter: $2,996,337

Finally, we can calculate the percentage of total future principal payments that are due after 2012:

(Total future payments after 2012) / (Total future payments) * 100% = ($2,996,337) / ($4,249,152) * 100% = 70.58%

Answer: 70.58%",70.58%,3.831655740737915,392,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,MAS/2012/page_70.pdf-1,finance,program,finance_program_v1,what was the percentage change in total net goodwill between 2010 and 2011?,-21%," To find the percentage change in total net goodwill between 2010 and 2011, we can use the following formula:

Percentage Change = ((Net Goodwill at December 31, 2011 - Net Goodwill at December 31, 2010) / Net Goodwill at December 31, 2010) * 100%

Now let's bind the values from the context:

1. Net Goodwill at December 31, 2011 = 181 (cabinets and related products) + 201 (plumbing products) + 1044 (installation and other services) + 219 (decorative architectural products) + 246 (other specialty products) = 1650
2. Net Goodwill at December 31, 2010 = 223 (cabinets and related products) + 196 (plumbing products) + 1057 (installation and other services) + 294 (decorative architectural products) + 613 (other specialty products) = 2183

Now let's compute:

Percentage Change = ((1650 - 2183) / 2183) * 100% = (-533 / 2183) * 100% = -24.33%

So the answer is: Answer: -24.33%",-24.33%,3.960829019546509,351,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AON/2010/page_28.pdf-1,finance,program,finance_program_v1,"from the data given , how many square feet have an expiry date in 2020?",778000," Answer: 751000 square feet have an expiry date in 2020.

Steps:
1) The formula to find the total square footage with a lease expiration in 2020 is the sum of the occupied square footage for all properties where the lease expiration dates are in 2020.
2) Bind values from data/context:
   - Chicago, Illinois: 327000 sq ft, lease expires in 2013
   - Amsterdam, Netherlands: 150000 sq ft, no specific lease expiration given
   - Overlook Point and other locations, Lincolnshire, Illinois: 1279000 sq ft, lease expires in 2014-2019 (not in 2020)
   - 2601 Research Forest Drive, The Woodlands, Texas: 414000 sq ft, lease expires in 2020
   - 2300 Discovery Drive, Orlando, Florida: 364000 sq ft, lease expires in 2020
   - Devonshire Square and other locations, London, UK: 339000 sq ft, lease expires in 2018-2028 (not in 2020)
   - 199 Water Street, New York, New York: 337000 sq ft, lease expires in 2018 (not in 2020)
   - 7201 Hewitt Associates Drive, Charlotte, North Carolina: 218000 sq ft, lease expires in 2015 (not in 2020)
3) Compute carefully: Sum of the occupied square footage for properties with a lease expiration in 2020 is 414000 + 364000 = 778000 sq ft. However, we also need to consider the square footage in The Woodlands, Texas, and Orlando, Florida, which were acquired as part of the Hewitt acquisition and are primarily dedicated to the HR solutions business. These locations have a combined occupied square footage of 751000 sq",751000 square feet have an expiry date in 2020.,5.20154595375061,512,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,AES/2002/page_46.pdf-4,finance,program,finance_program_v1,what was the difference in dollars of the high low sale price for the common stock in the fourth quarter of 2002?,2.62," Answer: The difference in dollars between the high and low sale price for the common stock in the fourth quarter of 2002 is $13.89.

Steps:
1) The formula to find the difference between two numbers is: Difference = High - Low
2) Bind values from data/context: High = 17.84, Low = 0.95 (from the fourth quarter of 2002 row in the provided table)
3) Compute carefully: Difference = 17.84 - 0.95 = 16.89
4) Double-check units/periods: The units are in dollars and the period is the fourth quarter of 2002, which aligns with the provided data.",The difference in dollars between the high and low sale price for the common stock in the fourth quarter of 2002 is $13.89.,1.8067481517791748,172,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,CB/2010/page_200.pdf-4,finance,program,finance_program_v1,in 2010 what was the ratio of the statutory capital and surplus to the statutory net income,4.9\\n," Answer: The formula to calculate the ratio of statutory capital and surplus to statutory net income is: Ratio = Statutory Capital and Surplus / Statutory Net Income

From the context provided, we can see that the values for statutory capital and surplus and statutory net income for the Bermuda subsidiaries in 2010 are:
- Statutory Capital and Surplus: $6266 million
- Statutory Net Income: $1047 million

Substituting these values into the formula, we get:

Answer: Ratio = $6266 / $1047 ≈ 5.98 (rounded to two decimal places)",The formula to calculate the ratio of statutory capital and surplus to statutory net income is: Ratio = Statutory Capital and Surplus / Statutory Net Income,1.9665162563323975,165,4096,512,0.2,1234
week0_crossdomain_smoke,mistral:7b-instruct,finqa,PM/2015/page_85.pdf-1,finance,program,finance_program_v1,what is the percentage change in total debt from 2014 to 2015?,3.4%," Steps:
1) The formula to calculate the percentage change is: (New Value - Old Value) / Old Value * 100%
2) Bind values from data/context: New Value = $28.5 billion (total debt at December 31, 2015), Old Value = $29.5 billion (total debt at December 31, 2014)
3) Compute carefully: (28.5 - 29.5) / 29.5 * 100% = -3.4%
4) Double-check units/periods: The values are for the same period (end of year), so no adjustments are needed.
Final line: Answer: -3.4%",-3.4%,2.504265069961548,169,4096,512,0.2,1234
